date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:20:22	262/262	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:46%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ae.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ae.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:22	21257/21257	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:51:54%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/af.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/af.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:22	21123/21123	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:50%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/af.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/af.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:23	743/743	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:51:52%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ag.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ag.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:23	761/761	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:46%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ag.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ag.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:23	42204/42204	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:02%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ai.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ai.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:24	47971/47971	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:58%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ai.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/ai.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:24	3218/3218	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:06%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/al.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/al.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:24	3220/3220	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:53:00%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/al.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/al.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:25	223/223	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:04%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/am.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/am.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:25	231/231	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:53:00%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/am.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/1x1/am.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
05:20:25	1601/1601	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2022%20May%202020%2008:52:08%20GMT	https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ao.svg	C:/Users/Tech/Documents/aaa/en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/flags/4x3/ao.svg	(from https://en.locatorleads.com/landers/btcprofit-lp2/assets/21e4c22148417f878d48d69f8f3de344/css/flag-icon.css)
